"idcomm","id","pop2000","commtrust","male","white","married","relighet","disadvantage","age","educate","income","commlength","trust"
1220,310001,676,-0.27999821305275,0,1,0,0.141872480511665,-0.490117251873016,83,2,1,50,0
1220,310003,676,1.33676362037659,0,1,0,0.141872480511665,-0.490117251873016,75,2,2,8,1
1220,310006,676,0.336405843496323,1,1,1,0.141872480511665,-0.490117251873016,39,3,5,2,0
1220,310007,676,-0.535011887550354,0,1,1,0.141872480511665,-0.490117251873016,71,3,2,5,0
1220,310008,676,1.49481570720673,0,1,1,0.141872480511665,-0.490117251873016,64,2,8,65,1
1220,310009,676,0.789544761180878,0,1,1,0.141872480511665,-0.490117251873016,56,4,6,20,0
1220,310010,676,-0.390197545289993,1,1,1,0.141872480511665,-0.490117251873016,77,3,2,39,0
1220,310013,676,-1.71378588676453,0,1,1,0.141872480511665,-0.490117251873016,22,5,3,2,0
1220,310016,676,0.879727721214294,0,1,0,0.141872480511665,-0.490117251873016,21,5,2,21,0
1220,310017,676,0.16842195391655,0,1,1,0.141872480511665,-0.490117251873016,25,4,8,10,0
1220,310018,676,0.258607268333435,0,1,0,0.141872480511665,-0.490117251873016,90,1,3,60,0
1220,310020,676,0.413463741540909,0,1,1,0.141872480511665,-0.490117251873016,33,5,5,33,0
1220,310021,676,-2.24723410606384,0,1,0,0.141872480511665,-0.490117251873016,74,3,1,36,0
1220,310022,676,-1.11361920833588,0,1,1,0.141872480511665,-0.490117251873016,36,5,5,12,0
1220,310023,676,1.3096364736557,0,1,0,0.141872480511665,-0.490117251873016,82,3,1,20,1
1220,310024,676,0.681155383586884,1,1,0,0.141872480511665,-0.490117251873016,54,3,1,50,0
1220,310025,676,-0.942304790019989,0,1,1,0.141872480511665,-0.490117251873016,51,4,2,30,0
1220,310026,676,1.01119494438171,1,1,1,0.141872480511665,-0.490117251873016,24,3,6,24,1
1220,310028,676,1.46913242340088,1,1,1,0.141872480511665,-0.490117251873016,64,3,2,45,1
1220,310029,676,-0.482408881187439,1,1,0,0.141872480511665,-0.490117251873016,69,3,4,46,0
1220,310031,676,-0.924030303955078,0,1,1,0.141872480511665,-0.490117251873016,35,4,8,13,0
1220,310032,676,0.468948662281036,1,1,1,0.141872480511665,-0.490117251873016,75,3,3,52,0
1220,310034,676,-0.245250999927521,1,1,1,0.141872480511665,-0.490117251873016,83,3,3,75,0
1220,310036,676,-0.963861107826233,1,1,1,0.141872480511665,-0.490117251873016,57,2,2,17,0
1220,310037,676,0.610063672065735,0,1,0,0.141872480511665,-0.490117251873016,43,6,1,3,0
1220,310041,676,-1.32486593723297,0,1,0,0.141872480511665,-0.490117251873016,76,3,3,76,0
1220,310043,676,0.0476869344711304,0,1,1,0.141872480511665,-0.490117251873016,30,2,5,15,0
1220,310044,676,0.600916802883148,1,1,1,0.141872480511665,-0.490117251873016,84,2,4,84,0
1220,310047,676,0.399631232023239,0,1,0,0.141872480511665,-0.490117251873016,73,2,0,28,0
1220,310049,676,0.255086481571198,0,1,1,0.141872480511665,-0.490117251873016,51,3,1,48,0
1220,310050,676,1.44713616371155,1,1,1,0.141872480511665,-0.490117251873016,82,3,1,8,1
1220,310051,676,0.699452221393585,0,1,1,0.141872480511665,-0.490117251873016,72,6,7,53,0
1220,310052,676,0.48576033115387,0,1,0,0.141872480511665,-0.490117251873016,88,1,2,23,0
1220,310054,676,-0.47432067990303,0,1,1,0.141872480511665,-0.490117251873016,42,5,4,13,0
1220,310055,676,0.957580268383026,1,1,1,0.141872480511665,-0.490117251873016,72,3,6,72,0
1220,310056,676,0.748834013938904,1,1,1,0.141872480511665,-0.490117251873016,66,3,2,5,0
1220,310057,676,0.335570812225342,0,1,1,0.141872480511665,-0.490117251873016,27,4,4,4,0
1220,310058,676,-0.71606183052063,0,1,1,0.141872480511665,-0.490117251873016,71,5,4,7,0
1220,310059,676,0.797503054141998,0,1,1,0.141872480511665,-0.490117251873016,54,2,3,0,0
1220,310060,676,-0.159094586968422,1,1,1,0.141872480511665,-0.490117251873016,44,2,3,6,0
1220,310061,676,0.44883981347084,0,1,1,0.141872480511665,-0.490117251873016,34,3,5,2,0
1220,310062,676,-1.46126484870911,1,1,1,0.141872480511665,-0.490117251873016,26,3,8,20,0
1220,310063,676,-2.04650616645813,0,1,0,0.141872480511665,-0.490117251873016,48,3,2,3,0
1220,310064,676,0.00356723228469491,1,1,0,0.141872480511665,-0.490117251873016,48,3,2,48,0
1220,310066,676,-2.18783855438232,1,1,1,0.141872480511665,-0.490117251873016,66,3,6,8,0
1220,310068,676,0.122543655335903,0,1,0,0.141872480511665,-0.490117251873016,80,2,1,8,0
1220,310069,676,-0.425910919904709,0,1,1,0.141872480511665,-0.490117251873016,73,1,5,50,0
1220,310071,676,-2.13632297515869,0,1,0,0.141872480511665,-0.490117251873016,46,5,4,12,0
1220,310073,676,-0.102523021399975,0,1,1,0.141872480511665,-0.490117251873016,43,4,3,3,0
1220,310074,676,-1.1697781085968,0,1,1,0.141872480511665,-0.490117251873016,65,4,2,35,0
1220,310076,676,-0.988665342330933,1,1,1,0.141872480511665,-0.490117251873016,82,1,5,75,0
1220,310077,676,-0.472606897354126,0,1,0,0.141872480511665,-0.490117251873016,62,3,1,31,0
1220,310079,676,-1.57513177394867,0,1,1,0.141872480511665,-0.490117251873016,34,3,4,32,0
1220,310080,676,0.336127996444702,1,1,1,0.141872480511665,-0.490117251873016,52,7,6,26,0
1220,310081,676,-1.21205174922943,0,1,0,0.141872480511665,-0.490117251873016,78,2,1,40,0
1220,310082,676,-1.28693175315857,0,1,1,0.141872480511665,-0.490117251873016,36,5,7,34,0
1220,310083,676,1.01119494438171,0,1,1,0.141872480511665,-0.490117251873016,64,5,6,56,1
1220,310084,676,0.892193078994751,1,1,1,0.141872480511665,-0.490117251873016,44,3,6,15,0
1220,310086,676,0.514773547649384,0,1,0,0.141872480511665,-0.490117251873016,89,4,3,59,0
1220,310087,676,0.184687584638596,0,1,1,0.141872480511665,-0.490117251873016,53,4,8,3,0
1220,310088,676,2.09348297119141,0,1,0,0.141872480511665,-0.490117251873016,78,2,2,12,1
1220,310089,676,-0.476650506258011,0,1,1,0.141872480511665,-0.490117251873016,60,5,4,8,0
1220,310094,676,1.09084701538086,1,1,1,0.141872480511665,-0.490117251873016,72,3,4,72,1
1220,310095,676,-0.915331363677979,0,1,1,0.141872480511665,-0.490117251873016,68,7,6,11,0
1220,310096,676,-0.212219059467316,1,1,1,0.141872480511665,-0.490117251873016,76,3,6,60,0
1220,310099,676,-0.128637492656708,0,1,0,0.141872480511665,-0.490117251873016,37,5,4,25,0
1220,310101,676,0.711527228355408,0,1,1,0.141872480511665,-0.490117251873016,46,5,8,28,0
1220,310104,676,-1.14281332492828,1,1,0,0.141872480511665,-0.490117251873016,49,3,4,2,0
1220,310105,676,-0.448419958353043,0,1,1,0.141872480511665,-0.490117251873016,73,3,3,58,0
1220,310107,676,0.176551982760429,0,1,1,0.141872480511665,-0.490117251873016,51,6,6,11,0
1220,310109,676,-1.10921561717987,0,1,1,0.141872480511665,-0.490117251873016,30,3,3,20,0
1220,310110,676,-0.180282801389694,1,1,0,0.141872480511665,-0.490117251873016,28,3,4,27,0
1220,310111,676,0.0092499703168869,0,1,1,0.141872480511665,-0.490117251873016,51,3,4,25,0
1220,310112,676,0.0543632656335831,1,1,1,0.141872480511665,-0.490117251873016,54,7,4,3,0
1220,310113,676,-0.671372354030609,0,1,0,0.141872480511665,-0.490117251873016,76,1,1,41,0
1220,310116,676,-0.898347914218903,1,1,0,0.141872480511665,-0.490117251873016,62,4,7,4,0
1220,310117,676,-0.0533599965274334,0,1,0,0.141872480511665,-0.490117251873016,77,3,2,77,0
1220,310118,676,-0.693623423576355,1,1,1,0.141872480511665,-0.490117251873016,47,3,7,47,0
1220,310119,676,-1.93271625041962,0,1,0,0.141872480511665,-0.490117251873016,84,2,1,17,0
1220,310121,676,-0.0611579231917858,1,1,0,0.141872480511665,-0.490117251873016,78,4,5,75,0
1220,310122,676,-0.0075616966933012,0,1,0,0.141872480511665,-0.490117251873016,83,3,5,50,0
1220,310123,676,1.32727289199829,0,1,1,0.141872480511665,-0.490117251873016,21,5,4,11,1
1220,310125,676,0.957763493061066,0,1,1,0.141872480511665,-0.490117251873016,61,3,2,10,0
1220,310126,676,0.725797057151794,1,1,1,0.141872480511665,-0.490117251873016,86,7,4,38,0
1220,310127,676,-1.48539507389069,0,1,1,0.141872480511665,-0.490117251873016,69,6,8,37,0
1220,310128,676,-0.975120842456818,1,1,1,0.141872480511665,-0.490117251873016,50,5,4,19,0
1220,310129,676,0.192475587129593,0,1,1,0.141872480511665,-0.490117251873016,39,7,2,6,0
1220,310132,676,0.605778992176056,1,1,1,0.141872480511665,-0.490117251873016,39,3,3,35,0
1220,310133,676,1.01119494438171,0,1,1,0.141872480511665,-0.490117251873016,41,6,5,14,1
1220,310137,676,-0.418493837118149,0,1,1,0.141872480511665,-0.490117251873016,73,4,2,54,0
1220,310138,676,1.12037193775177,0,1,0,0.141872480511665,-0.490117251873016,83,1,0,63,1
1220,310141,676,1.24665260314941,0,1,1,0.141872480511665,-0.490117251873016,55,4,2,5,1
1220,310142,676,-0.868652582168579,1,1,1,0.141872480511665,-0.490117251873016,84,2,4,65,0
1220,310143,676,0.680963218212128,0,1,0,0.141872480511665,-0.490117251873016,96,2,3,34,0
1220,310144,676,1.01643764972687,1,1,1,0.141872480511665,-0.490117251873016,52,3,6,37,1
1220,310145,676,-1.07483279705048,0,1,0,0.141872480511665,-0.490117251873016,68,2,2,35,0
1220,310146,676,-0.641522407531738,1,1,0,0.141872480511665,-0.490117251873016,36,3,1,36,0
1220,310147,676,-2.33822774887085,1,1,1,0.141872480511665,-0.490117251873016,33,3,5,35,0
1220,310148,676,0.830559074878693,1,1,0,0.141872480511665,-0.490117251873016,60,3,3,60,0
1220,310150,676,1.12037193775177,1,1,1,0.141872480511665,-0.490117251873016,68,1,5,50,1
1220,310151,676,1.25,0,1,1,0.141872480511665,-0.490117251873016,74,1,1,51,1
1220,310154,676,0.619142055511475,1,1,0,0.141872480511665,-0.490117251873016,24,4,3,24,0
1220,310156,676,-0.211581170558929,0,1,0,0.141872480511665,-0.490117251873016,64,2,1,14,0
1220,310161,676,1.25524413585663,1,1,1,0.141872480511665,-0.490117251873016,25,5,3,3,1
1265,320004,3712,0.313889652490616,1,1,1,0.183630868792534,-0.275413900613785,57,5,8,49,0
1265,320005,3712,-1.61757791042328,0,1,1,0.183630868792534,-0.275413900613785,75,5,7,25,0
1265,320006,3712,-1.05139315128326,0,1,1,0.183630868792534,-0.275413900613785,51,3,2,13,0
1265,320010,3712,1.00449597835541,1,1,1,0.183630868792534,-0.275413900613785,56,5,6,12,1
1265,320011,3712,1.6528981924057,0,1,0,0.183630868792534,-0.275413900613785,73,7,4,53,1
1265,320013,3712,1.55885696411133,0,1,1,0.183630868792534,-0.275413900613785,64,3,2,16,1
1265,320017,3712,1.55491185188293,1,1,1,0.183630868792534,-0.275413900613785,64,1,4,37,1
1265,320022,3712,0.985997915267944,1,1,0,0.183630868792534,-0.275413900613785,74,3,6,74,0
1265,320023,3712,2.09348297119141,0,1,1,0.183630868792534,-0.275413900613785,78,4,5,78,1
1265,320027,3712,1.07901585102081,0,1,1,0.183630868792534,-0.275413900613785,39,4,6,14,1
1265,320028,3712,0.0648091062903404,0,1,0,0.183630868792534,-0.275413900613785,53,4,3,20,0
1265,320030,3712,-1.64171266555786,1,1,0,0.183630868792534,-0.275413900613785,48,4,5,30,0
1265,320032,3712,0.20300330221653,0,1,1,0.183630868792534,-0.275413900613785,66,7,5,58,0
1265,320034,3712,0.0193459279835224,1,1,1,0.183630868792534,-0.275413900613785,86,4,3,86,0
1265,320039,3712,-1.32830774784088,0,1,1,0.183630868792534,-0.275413900613785,33,6,4,4,0
1265,320040,3712,0.227359935641289,0,1,0,0.183630868792534,-0.275413900613785,78,3,5,78,0
1265,320041,3712,-0.343086004257202,0,0,1,0.183630868792534,-0.275413900613785,46,7,6,18,0
1265,320042,3712,0.443441122770309,1,1,1,0.183630868792534,-0.275413900613785,69,3,7,2,0
1265,320043,3712,-1.07722210884094,0,1,0,0.183630868792534,-0.275413900613785,88,1,1,80,0
1265,320045,3712,-0.48538801074028,0,1,1,0.183630868792534,-0.275413900613785,25,6,6,2,0
1265,320047,3712,1.49233901500702,1,1,1,0.183630868792534,-0.275413900613785,37,4,6,11,1
1265,320048,3712,0.906509757041931,1,1,1,0.183630868792534,-0.275413900613785,66,4,7,66,0
1265,320049,3712,1.00446999073029,1,1,1,0.183630868792534,-0.275413900613785,66,6,5,49,1
1265,320050,3712,0.594731628894806,1,1,1,0.183630868792534,-0.275413900613785,67,3,3,30,0
1265,320054,3712,-0.23409515619278,1,1,1,0.183630868792534,-0.275413900613785,50,4,8,30,0
1265,320056,3712,0.338177710771561,0,1,0,0.183630868792534,-0.275413900613785,87,3,4,6,0
1265,320059,3712,-0.660282969474792,0,0,0,0.183630868792534,-0.275413900613785,70,3,1,26,0
1265,320060,3712,0.5135218501091,0,1,0,0.183630868792534,-0.275413900613785,74,4,1,45,0
1265,320061,3712,-0.220442861318588,0,1,1,0.183630868792534,-0.275413900613785,42,6,8,6,0
1265,320062,3712,1.55491185188293,1,1,1,0.183630868792534,-0.275413900613785,42,3,2,11,1
1265,320065,3712,0.303918689489365,1,1,0,0.183630868792534,-0.275413900613785,53,5,6,53,0
1265,320066,3712,0.21023216843605,1,1,1,0.183630868792534,-0.275413900613785,66,6,5,30,0
1265,320067,3712,1.86846029758453,0,1,1,0.183630868792534,-0.275413900613785,73,2,1,45,1
1265,320068,3712,-0.702896654605865,1,1,0,0.183630868792534,-0.275413900613785,86,1,2,12,0
1265,320069,3712,-2.50491118431091,0,1,0,0.183630868792534,-0.275413900613785,18,2,2,7,0
1265,320070,3712,-0.263566106557846,1,1,1,0.183630868792534,-0.275413900613785,33,3,6,23,0
1265,320071,3712,1.10986542701721,0,1,0,0.183630868792534,-0.275413900613785,78,3,2,15,1
1265,320072,3712,1.49942696094513,1,1,1,0.183630868792534,-0.275413900613785,55,3,6,55,1
1265,320073,3712,0.868721127510071,0,1,1,0.183630868792534,-0.275413900613785,68,3,4,50,0
1265,320074,3712,-1.57537448406219,1,1,0,0.183630868792534,-0.275413900613785,36,4,1,5,0
1265,320075,3712,0.875991404056549,0,1,0,0.183630868792534,-0.275413900613785,79,2,2,70,0
1265,320076,3712,-2.93567132949829,1,1,0,0.183630868792534,-0.275413900613785,45,3,4,24,0
1265,320077,3712,1.2208616733551,0,1,1,0.183630868792534,-0.275413900613785,27,3,1,24,1
1265,320079,3712,-1.37933671474457,0,1,0,0.183630868792534,-0.275413900613785,49,3,2,30,0
1265,320080,3712,0.236038282513618,0,1,1,0.183630868792534,-0.275413900613785,53,7,8,32,0
1265,320081,3712,-0.61241888999939,0,1,1,0.183630868792534,-0.275413900613785,56,3,3,52,0
1265,320084,3712,0.895292997360229,1,1,1,0.183630868792534,-0.275413900613785,73,5,6,71,0
1265,320085,3712,-0.448419958353043,1,1,1,0.183630868792534,-0.275413900613785,65,4,4,65,0
1265,320086,3712,1.01119494438171,1,1,1,0.183630868792534,-0.275413900613785,73,3,2,58,1
1265,320089,3712,0.679211795330048,1,1,0,0.183630868792534,-0.275413900613785,80,3,1,80,0
1265,320090,3712,0.0134748481214046,0,1,0,0.183630868792534,-0.275413900613785,81,1,2,60,0
1265,320092,3712,-0.0602867938578129,1,1,1,0.183630868792534,-0.275413900613785,29,5,4,2,0
1265,320094,3712,-0.682577729225159,0,1,0,0.183630868792534,-0.275413900613785,68,6,4,13,0
1265,320095,3712,-1.36488854885101,1,1,0,0.183630868792534,-0.275413900613785,50,4,4,50,0
1265,320096,3712,0.373192667961121,0,1,0,0.183630868792534,-0.275413900613785,62,5,2,55,0
1265,320099,3712,0.899999976158142,0,1,0,0.183630868792534,-0.275413900613785,80,1,2,10,0
1265,320100,3712,-1.32273507118225,1,1,1,0.183630868792534,-0.275413900613785,63,4,4,63,0
1265,320101,3712,-1.14824175834656,0,1,0,0.183630868792534,-0.275413900613785,80,3,2,70,0
1265,320102,3712,-0.52950519323349,0,1,0,0.183630868792534,-0.275413900613785,42,4,4,42,0
1265,320103,3712,-0.318433910608292,0,1,1,0.183630868792534,-0.275413900613785,33,6,5,33,0
1265,320105,3712,-0.377283900976181,0,1,1,0.183630868792534,-0.275413900613785,42,7,4,30,0
1265,320107,3712,0.278339087963104,0,1,1,0.183630868792534,-0.275413900613785,43,5,2,23,0
1265,320108,3712,0.276185184717178,0,1,0,0.183630868792534,-0.275413900613785,32,7,4,33,0
1265,320111,3712,0.00703096436336637,0,1,1,0.183630868792534,-0.275413900613785,49,6,5,28,0
1265,320112,3712,0.605778992176056,1,1,1,0.183630868792534,-0.275413900613785,46,7,3,4,0
1265,320114,3712,0.388536125421524,0,1,0,0.183630868792534,-0.275413900613785,91,3,2,62,0
1265,320115,3712,1.00446999073029,1,1,0,0.183630868792534,-0.275413900613785,81,4,5,15,1
1265,320116,3712,2.09348297119141,0,1,0,0.183630868792534,-0.275413900613785,83,3,2,15,1
1265,320117,3712,0.719952166080475,1,1,0,0.183630868792534,-0.275413900613785,82,3,2,4,0
1265,320118,3712,0.887661278247833,1,1,1,0.183630868792534,-0.275413900613785,63,7,4,38,0
1265,320119,3712,0.899220526218414,1,1,0,0.183630868792534,-0.275413900613785,68,3,2,41,0
1265,320120,3712,0.278582870960236,1,1,1,0.183630868792534,-0.275413900613785,49,4,4,50,0
1265,320122,3712,0.797804534435272,1,1,1,0.183630868792534,-0.275413900613785,77,2,2,77,0
1265,320123,3712,-1.43355131149292,0,1,1,0.183630868792534,-0.275413900613785,81,3,3,30,0
1265,320124,3712,-1.02366662025452,0,1,1,0.183630868792534,-0.275413900613785,32,3,5,22,0
1265,320126,3712,-0.312210440635681,1,1,0,0.183630868792534,-0.275413900613785,28,3,3,4,0
1265,320127,3712,-0.364485502243042,0,1,1,0.183630868792534,-0.275413900613785,76,3,3,3,0
1265,320128,3712,-2.00874376296997,1,1,1,0.183630868792534,-0.275413900613785,37,7,8,11,0
1265,320130,3712,-0.418323516845703,0,1,1,0.183630868792534,-0.275413900613785,82,2,3,65,0
1265,320131,3712,-0.417037308216095,1,1,0,0.183630868792534,-0.275413900613785,63,5,4,3,0
1265,320133,3712,-1.77094089984894,1,1,1,0.183630868792534,-0.275413900613785,50,4,4,50,0
1265,320134,3712,-0.370226234197617,0,1,1,0.183630868792534,-0.275413900613785,55,6,6,10,0
1265,320136,3712,1.33397173881531,1,1,1,0.183630868792534,-0.275413900613785,57,5,4,57,1
1265,320137,3712,-0.149507403373718,0,1,1,0.183630868792534,-0.275413900613785,39,4,4,10,0
1265,320139,3712,-1.11794722080231,1,1,1,0.183630868792534,-0.275413900613785,33,4,7,13,0
1265,320140,3712,1.88631975650787,1,1,1,0.183630868792534,-0.275413900613785,73,2,3,58,1
1265,320141,3712,1.32983291149139,1,1,1,0.183630868792534,-0.275413900613785,79,4,3,45,1
1265,320142,3712,1.01119494438171,0,1,0,0.183630868792534,-0.275413900613785,69,6,6,45,1
1265,320145,3712,-0.395346939563751,1,1,0,0.183630868792534,-0.275413900613785,47,3,4,47,0
1265,320146,3712,0.168290197849274,1,1,1,0.183630868792534,-0.275413900613785,74,3,3,66,0
1265,320147,3712,-0.481458842754364,0,1,1,0.183630868792534,-0.275413900613785,30,5,6,28,0
1265,320151,3712,1.55212008953094,1,1,1,0.183630868792534,-0.275413900613785,75,4,3,60,1
1265,320156,3712,-0.339516580104828,1,1,0,0.183630868792534,-0.275413900613785,48,5,4,39,0
1265,320157,3712,-0.24933198094368,0,1,0,0.183630868792534,-0.275413900613785,72,3,1,32,0
1265,320159,3712,-1.33665478229523,0,1,1,0.183630868792534,-0.275413900613785,39,5,8,39,0
1265,320161,3712,0.788854002952576,0,1,1,0.183630868792534,-0.275413900613785,38,7,7,10,0
1265,320163,3712,0.597130477428436,1,1,0,0.183630868792534,-0.275413900613785,75,7,2,32,0
1265,320900,3712,-1.73034429550171,1,1,1,0.183630868792534,-0.275413900613785,67,3,4,45,0
1325,330002,676,-0.546741485595703,1,1,1,0.218383133411407,-1.32951939105988,56,3,8,1,0
1325,330003,676,0.0345964357256889,0,1,1,0.218383133411407,-1.32951939105988,35,6,5,8,0
1325,330004,676,1.12037193775177,0,1,0,0.218383133411407,-1.32951939105988,83,4,2,80,1
1325,330005,676,1.08344149589539,0,1,1,0.218383133411407,-1.32951939105988,66,3,6,44,1
1325,330009,676,-1.16780364513397,0,1,1,0.218383133411407,-1.32951939105988,66,5,6,9,0
1325,330010,676,-1.35173714160919,1,1,1,0.218383133411407,-1.32951939105988,61,3,7,61,0
1325,330012,676,-0.0075616966933012,1,1,0,0.218383133411407,-1.32951939105988,38,6,1,22,0
1325,330013,676,0.145909518003464,1,1,1,0.218383133411407,-1.32951939105988,31,4,5,10,0
1325,330014,676,0.119469188153744,1,1,1,0.218383133411407,-1.32951939105988,52,3,3,52,0
1325,330015,676,1.85044586658478,1,1,0,0.218383133411407,-1.32951939105988,91,2,5,17,1
1325,330016,676,-0.378504514694214,1,1,1,0.218383133411407,-1.32951939105988,72,3,8,68,0
1325,330018,676,0.508845627307892,1,1,1,0.218383133411407,-1.32951939105988,47,3,3,46,0
1325,330021,676,0.936606168746948,0,1,1,0.218383133411407,-1.32951939105988,67,3,4,46,0
1325,330022,676,-0.226636484265327,0,1,1,0.218383133411407,-1.32951939105988,45,3,2,30,0
1325,330023,676,0.0340699180960655,0,1,1,0.218383133411407,-1.32951939105988,63,3,5,43,0
1325,330024,676,0.840265452861786,1,1,1,0.218383133411407,-1.32951939105988,80,1,2,70,0
1325,330027,676,1.191526055336,1,1,1,0.218383133411407,-1.32951939105988,57,3,6,56,1
1325,330032,676,0.673642814159393,1,1,1,0.218383133411407,-1.32951939105988,50,6,7,30,0
1325,330033,676,1.71977961063385,0,1,1,0.218383133411407,-1.32951939105988,55,4,8,19,1
1325,330034,676,1.32919979095459,0,1,0,0.218383133411407,-1.32951939105988,79,3,2,30,1
1325,330035,676,0.115510739386082,1,1,1,0.218383133411407,-1.32951939105988,59,6,8,3,0
1325,330036,676,2.09348297119141,1,1,1,0.218383133411407,-1.32951939105988,69,1,4,12,1
1325,330037,676,-0.324546545743942,0,1,0,0.218383133411407,-1.32951939105988,52,6,5,31,0
1325,330038,676,0.353149384260178,1,1,1,0.218383133411407,-1.32951939105988,79,3,5,79,0
1325,330040,676,-0.343999326229095,1,1,1,0.218383133411407,-1.32951939105988,35,4,4,12,0
1325,330045,676,0.336405843496323,1,1,0,0.218383133411407,-1.32951939105988,69,4,1,19,0
1325,330046,676,0.821341097354889,0,1,1,0.218383133411407,-1.32951939105988,39,3,5,19,0
1325,330049,676,-0.00803044252097607,0,1,1,0.218383133411407,-1.32951939105988,50,4,2,8,0
1325,330050,676,-0.0193180013448,0,1,0,0.218383133411407,-1.32951939105988,82,3,3,13,0
1325,330052,676,0.852293491363525,1,1,1,0.218383133411407,-1.32951939105988,28,5,6,28,0
1325,330053,676,0.336871027946472,0,1,1,0.218383133411407,-1.32951939105988,50,4,1,40,0
1325,330054,676,-0.388713032007217,1,1,1,0.218383133411407,-1.32951939105988,65,3,5,65,0
1325,330055,676,0.333161056041718,0,1,1,0.218383133411407,-1.32951939105988,40,7,6,19,0
1325,330056,676,1.34052789211273,1,1,1,0.218383133411407,-1.32951939105988,75,3,5,75,1
1325,330057,676,-0.0642965734004974,0,1,1,0.218383133411407,-1.32951939105988,44,6,6,23,0
1325,330059,676,-0.255834847688675,0,1,1,0.218383133411407,-1.32951939105988,42,6,8,2,0
1325,330060,676,0.177292168140411,1,1,1,0.218383133411407,-1.32951939105988,34,6,4,6,0
1325,330062,676,-1.18070769309998,1,1,1,0.218383133411407,-1.32951939105988,37,4,2,35,0
1325,330066,676,0.00356723228469491,0,1,1,0.218383133411407,-1.32951939105988,68,6,4,32,0
1325,330068,676,0.389807552099228,0,1,1,0.218383133411407,-1.32951939105988,26,4,6,26,0
1325,330069,676,-0.399550080299377,0,1,0,0.218383133411407,-1.32951939105988,31,6,2,4,0
1325,330070,676,-0.681342422962189,1,1,1,0.218383133411407,-1.32951939105988,50,3,4,50,0
1325,330073,676,0.0916847512125969,0,1,1,0.218383133411407,-1.32951939105988,39,7,1,15,0
1325,330075,676,1.02850437164307,1,1,0,0.218383133411407,-1.32951939105988,47,6,4,47,1
1325,330076,676,1.07411539554596,1,1,0,0.218383133411407,-1.32951939105988,70,3,8,54,1
1325,330078,676,-0.199287191033363,1,1,1,0.218383133411407,-1.32951939105988,36,5,3,36,0
1325,330079,676,-0.398556709289551,0,1,0,0.218383133411407,-1.32951939105988,51,6,3,28,0
1325,330081,676,-0.738430738449097,0,1,0,0.218383133411407,-1.32951939105988,25,5,2,2,0
1325,330082,676,-3.44785141944885,1,1,1,0.218383133411407,-1.32951939105988,43,3,2,18,0
1325,330083,676,-0.285046130418777,0,1,1,0.218383133411407,-1.32951939105988,42,7,8,4,0
1325,330085,676,0.788854002952576,0,1,1,0.218383133411407,-1.32951939105988,76,1,3,47,0
1325,330086,676,0.422381669282913,1,1,1,0.218383133411407,-1.32951939105988,46,6,6,5,0
1325,330087,676,0.21836219727993,0,1,1,0.218383133411407,-1.32951939105988,39,7,4,4,0
1325,330088,676,-0.184787392616272,1,1,1,0.218383133411407,-1.32951939105988,36,5,3,36,0
1325,330091,676,-0.494239926338196,0,1,1,0.218383133411407,-1.32951939105988,31,5,3,3,0
1325,330092,676,0.445476680994034,0,1,0,0.218383133411407,-1.32951939105988,44,7,3,3,0
1325,330093,676,-0.149334147572517,1,1,1,0.218383133411407,-1.32951939105988,78,6,3,44,0
1325,330095,676,-1.06077146530151,1,1,0,0.218383133411407,-1.32951939105988,43,4,3,40,0
1325,330096,676,-0.0938882306218147,1,1,1,0.218383133411407,-1.32951939105988,53,3,5,53,0
1325,330097,676,0.306137710809708,0,1,1,0.218383133411407,-1.32951939105988,42,4,5,41,0
1325,330098,676,0.797522723674774,0,1,0,0.218383133411407,-1.32951939105988,76,7,3,57,0
1325,330099,676,0.847882390022278,1,1,0,0.218383133411407,-1.32951939105988,84,3,6,84,0
1325,330100,676,2.04436564445496,0,1,0,0.218383133411407,-1.32951939105988,83,3,1,26,1
1325,330101,676,0.508016049861908,0,1,1,0.218383133411407,-1.32951939105988,80,6,6,16,0
1325,330103,676,1.54392683506012,0,1,1,0.218383133411407,-1.32951939105988,44,3,7,3,1
1325,330104,676,1.22758662700653,1,1,1,0.218383133411407,-1.32951939105988,59,3,5,4,1
1325,330110,676,-0.836396455764771,0,1,0,0.218383133411407,-1.32951939105988,65,3,2,7,0
1325,330111,676,1.34153831005096,0,1,0,0.218383133411407,-1.32951939105988,78,4,1,40,1
1325,330112,676,0.661557853221893,1,1,1,0.218383133411407,-1.32951939105988,52,6,6,14,0
1325,330114,676,-1.3324453830719,0,1,1,0.218383133411407,-1.32951939105988,46,5,4,17,0
1325,330115,676,0.718957722187042,0,1,1,0.218383133411407,-1.32951939105988,45,7,6,13,0
1325,330117,676,-0.191814348101616,0,1,0,0.218383133411407,-1.32951939105988,38,4,2,5,0
1325,330119,676,1.86846029758453,0,1,0,0.218383133411407,-1.32951939105988,82,4,2,50,1
1325,330124,676,1.71991229057312,0,1,0,0.218383133411407,-1.32951939105988,89,3,3,32,1
1325,330126,676,1.26987934112549,1,1,1,0.218383133411407,-1.32951939105988,89,3,5,89,1
1325,330127,676,0.243869751691818,0,1,1,0.218383133411407,-1.32951939105988,54,4,4,30,0
1325,330128,676,0.711527228355408,1,1,1,0.218383133411407,-1.32951939105988,38,7,5,4,0
